"NAME","DESCRIPTION","GENE_SYMBOL","GENE_TITLE","SCORE"
"RSRC2","na","null","null",-0.7162994
"SGK3","na","null","null",-0.71598345
"TOB2","na","null","null",-0.715526
"RHBDF2","na","null","null",-0.7154166
"FOSB","na","null","null",-0.7143809
"CXorf49B","na","null","null",-0.7142507
"CCL3L1","na","null","null",-0.71414804
"BEST3","na","null","null",-0.7135642
"LINC01003","na","null","null",-0.7135499
"SDCBP","na","null","null",-0.713466
"GRM2","na","null","null",-0.7134503
"TOR1B","na","null","null",-0.7133407
"BRCA2","na","null","null",-0.71272564
"LOC283387","na","null","null",-0.71259177
"SLCO5A1","na","null","null",-0.71250594
"TNNC1","na","null","null",-0.7124657
"EAF2","na","null","null",-0.71241486
"EPS8L1","na","null","null",-0.71193343
"LOC414300","na","null","null",-0.7117395
"SPATS2L","na","null","null",-0.71173793
"BTG3-AS1","na","null","null",-0.7117059
"FLJ30679","na","null","null",-0.71165854
"USP30-AS1","na","null","null",-0.7114304
"TRAF1","na","null","null",-0.71129537
"DGAT1","na","null","null",-0.71085757
"MT1H","na","null","null",-0.71071774
"RRAD","na","null","null",-0.7103457
"CITED2","na","null","null",-0.7099535
"SUSD3","na","null","null",-0.7098806
"CA8","na","null","null",-0.70961803
"TRIM8","na","null","null",-0.70960444
"PIGA","na","null","null",-0.7095837
"PIP5K1A","na","null","null",-0.70891064
"LOC101927895","na","null","null",-0.7086903
"NFASC","na","null","null",-0.70841277
"ARL14","na","null","null",-0.70812833
"PPP2R5B","na","null","null",-0.7074199
"LOC100294362","na","null","null",-0.70713747
"BTN3A3","na","null","null",-0.70694244
"LINC01181","na","null","null",-0.70685256
"RFX3","na","null","null",-0.70677453
"CTD-2201I18.1","na","null","null",-0.7062886
"ZNF385C","na","null","null",-0.7056028
"RIMS2","na","null","null",-0.70548904
"PLEKHO2","na","null","null",-0.7054538
"RILP","na","null","null",-0.7054503
"CAVIN2","na","null","null",-0.70503974
"CDKN2AIP","na","null","null",-0.70367056
"STAP2","na","null","null",-0.7036076
"RHOB","na","null","null",-0.7030619
"LOC105373553","na","null","null",-0.70218337
"MYOZ1","na","null","null",-0.70213455
"IRS2","na","null","null",-0.7011707
"FRMD4B","na","null","null",-0.7005433
"GRAP","na","null","null",-0.7005082
"UGCG","na","null","null",-0.70046306
"SLC45A4","na","null","null",-0.70020443
"RGL1","na","null","null",-0.70006394
"IFIT5","na","null","null",-0.6999149
"INPP5E","na","null","null",-0.6999077
"HIST1H2BJ","na","null","null",-0.6997063
"SMG7","na","null","null",-0.6996399
"CFAP58-DT","na","null","null",-0.6996184
"CASP8","na","null","null",-0.69961506
"NASP","na","null","null",-0.6995589
"REL","na","null","null",-0.6990191
"KRT81","na","null","null",-0.69876534
"NYAP1","na","null","null",-0.6986502
"NEDD1","na","null","null",-0.69775325
"KIF17","na","null","null",-0.69719833
"HERC2P4","na","null","null",-0.6969353
"LOC100128242","na","null","null",-0.6968592
"ZNF296","na","null","null",-0.6965388
"CA13","na","null","null",-0.69651353
"CTU1","na","null","null",-0.69601685
"SH3RF1","na","null","null",-0.6942126
"AKAP7","na","null","null",-0.6938973
"DNER","na","null","null",-0.6936953
"LDLRAD4","na","null","null",-0.69340885
"ANGPTL2","na","null","null",-0.6923402
"LGALS3","na","null","null",-0.6922477
"IFRD1","na","null","null",-0.6919308
"RNFT1-DT","na","null","null",-0.69165546
"LOC102723996","na","null","null",-0.69124395
"YJEFN3","na","null","null",-0.6909047
"KCNQ1OT1","na","null","null",-0.6904493
"RTL9","na","null","null",-0.6899977
"LINC01279","na","null","null",-0.689725
"C7orf61","na","null","null",-0.6893787
"CCNO","na","null","null",-0.68934995
"LINC01260","na","null","null",-0.68921095
"CACHD1","na","null","null",-0.68916345
"MED26","na","null","null",-0.6891298
"FAM111A","na","null","null",-0.6888275
"SLC31A2","na","null","null",-0.6886598
"LINC00887","na","null","null",-0.68855965
"ECM1","na","null","null",-0.6885547
"NECTIN3","na","null","null",-0.68852323
"RBM38","na","null","null",-0.68824166
"ARHGAP26","na","null","null",-0.68814206
"LINC02539","na","null","null",-0.6875672
"ZFAND2A","na","null","null",-0.6868947
"BRE-AS1","na","null","null",-0.68684316
"C1orf115","na","null","null",-0.686336
"TIGD3","na","null","null",-0.6862868
"RNF223","na","null","null",-0.6862679
"LOC105447645","na","null","null",-0.686178
"LGALS7B","na","null","null",-0.68546635
"ADAMTS6","na","null","null",-0.6847028
"COL22A1","na","null","null",-0.68448824
"IER2","na","null","null",-0.6843678
"LOC100506472","na","null","null",-0.68436456
"ZNF799","na","null","null",-0.684225
"LACTB","na","null","null",-0.6839628
"ATP1B2","na","null","null",-0.6839586
"NGFR","na","null","null",-0.68385214
"FNIP2","na","null","null",-0.6832258
"CCL3L3","na","null","null",-0.6829374
"DIAPH2-AS1","na","null","null",-0.68228847
"ZFYVE26","na","null","null",-0.6820025
"SATB2","na","null","null",-0.6819244
"PHLDA2","na","null","null",-0.68147755
"TNK1","na","null","null",-0.68095976
"DCLK3","na","null","null",-0.6809553
"SCN3A","na","null","null",-0.6809437
"HPX","na","null","null",-0.68092334
"FERMT3","na","null","null",-0.68085384
"POLR2A","na","null","null",-0.6797344
"LOC284578","na","null","null",-0.67959183
"LOC100996740","na","null","null",-0.6794715
"TRIM67","na","null","null",-0.6790094
"LDLR","na","null","null",-0.67888457
"RASD1","na","null","null",-0.6788437
"GADD45G","na","null","null",-0.67812127
"FEM1C","na","null","null",-0.6780892
"SLC25A30-AS1","na","null","null",-0.67802906
"OR2A4","na","null","null",-0.6780026
"GOLGA2P10","na","null","null",-0.6777716
"SWT1","na","null","null",-0.67766404
"PPP1R36","na","null","null",-0.6770198
"EPB41L4A-DT","na","null","null",-0.67700696
"LINC01907","na","null","null",-0.6766244
"JUND","na","null","null",-0.6765122
"RHCG","na","null","null",-0.67648983
"ELF4","na","null","null",-0.67640644
"GPATCH3","na","null","null",-0.67629033
"KIAA1191","na","null","null",-0.6759619
"ERAP2","na","null","null",-0.6759277
"ADGRE2","na","null","null",-0.6753482
"CCNJ","na","null","null",-0.67525756
"BCOR","na","null","null",-0.67516464
"FAM229A","na","null","null",-0.67508936
"DLGAP1-AS2","na","null","null",-0.67501646
"DNAAF1","na","null","null",-0.67499995
"VAMP5","na","null","null",-0.6748423
"ZCCHC12","na","null","null",-0.6748098
"LFNG","na","null","null",-0.6745261
"FBXL8","na","null","null",-0.6745066
"CST3","na","null","null",-0.6739749
"MB21D2","na","null","null",-0.6737843
"LLGL2","na","null","null",-0.6737159
"AUTS2","na","null","null",-0.67358476
"GSAP","na","null","null",-0.67356056
"SPRED2","na","null","null",-0.6733112
"LOC91370","na","null","null",-0.6731679
"GRB10","na","null","null",-0.6730518
"SRSF7","na","null","null",-0.67244214
"NCKAP5L","na","null","null",-0.6723776
"LOC105379152","na","null","null",-0.67186886
"SULT1A2","na","null","null",-0.671462
"PSORS1C3","na","null","null",-0.6712777
"SLC17A8","na","null","null",-0.6710055
"SYNGR1","na","null","null",-0.6709015
"HBEGF","na","null","null",-0.67069525
"LRRC75A","na","null","null",-0.6705372
"EIF2AK3","na","null","null",-0.6703252
"TNFSF13B","na","null","null",-0.6701969
"NPC1L1","na","null","null",-0.66983527
"CAMK4","na","null","null",-0.6696668
"PRB2","na","null","null",-0.6695449
"LMCD1","na","null","null",-0.66941464
"CAPN6","na","null","null",-0.6687157
"RABGAP1L","na","null","null",-0.66863245
"P4HTM","na","null","null",-0.6683756
"RGS1","na","null","null",-0.6679897
"CHKB-DT","na","null","null",-0.66765344
"HIST1H2BD","na","null","null",-0.66760963
"TTC6","na","null","null",-0.6675298
"KLHL21","na","null","null",-0.66735977
"LOC101927402","na","null","null",-0.6666751
"SLC9A8","na","null","null",-0.6665145
"WNT11","na","null","null",-0.6664567
"DHDH","na","null","null",-0.666454
"MKRN2OS","na","null","null",-0.66624576
"ADPRHL2","na","null","null",-0.6660522
"TACSTD2","na","null","null",-0.66538906
"CTNNA3","na","null","null",-0.66526556
"HIST1H2AD","na","null","null",-0.6652202
"TCTEX1D4","na","null","null",-0.66490775
"TNFRSF10B","na","null","null",-0.66458225
"BTG3","na","null","null",-0.66441566
"BAALC","na","null","null",-0.6642411
"DLX2","na","null","null",-0.66419965
"MIR30A","na","null","null",-0.66393876
"TRPA1","na","null","null",-0.66391754
"SNHG5","na","null","null",-0.66388875
"ASAP1","na","null","null",-0.66385645
"SDCBP2","na","null","null",-0.6637396
"PDGFRL","na","null","null",-0.6636697
"PPFIA3","na","null","null",-0.6634003
"SP8","na","null","null",-0.66335565
"GCG","na","null","null",-0.66302437
"SESN2","na","null","null",-0.6626228
"HIST1H2BE","na","null","null",-0.66251254
"CCDC153","na","null","null",-0.66234046
"GIMAP2","na","null","null",-0.6623152
"HIST2H2BA","na","null","null",-0.66225755
"IL6ST","na","null","null",-0.66198456
"LGALS9B","na","null","null",-0.66198176
"PTMS","na","null","null",-0.66161543
"TRAF3IP2","na","null","null",-0.66154575
"SLFN11","na","null","null",-0.6612133
"UBE2S","na","null","null",-0.6611062
"SAP130","na","null","null",-0.6607193
"ELF1","na","null","null",-0.66052383
"SCGB2A1","na","null","null",-0.66044307
"NR2F1-AS1","na","null","null",-0.66037416
"POU5F1B","na","null","null",-0.66016704
"PIK3R3","na","null","null",-0.66009724
"ARG2","na","null","null",-0.6600702
"INTS6","na","null","null",-0.6595433
"GFI1","na","null","null",-0.65940434
"FAM238C","na","null","null",-0.65932846
"PSPN","na","null","null",-0.65923965
"ERVFRD-1","na","null","null",-0.65919936
"DEFB4B","na","null","null",-0.6587875
"CAMSAP3","na","null","null",-0.6587394
"HCG27","na","null","null",-0.65832597
"ICAM4","na","null","null",-0.65829146
"MYO5B","na","null","null",-0.658051
"HES1","na","null","null",-0.6578727
"LOC100128164","na","null","null",-0.6578355
"H2AFX","na","null","null",-0.6574687
"PRR14","na","null","null",-0.65743434
"LZTS1","na","null","null",-0.65730304
"COL2A1","na","null","null",-0.65702
"CTSC","na","null","null",-0.656073
"ABTB2","na","null","null",-0.6556491
"AKIRIN2","na","null","null",-0.65492976
"HEATR9","na","null","null",-0.65479517
"LITAF","na","null","null",-0.65464926
"EPOP","na","null","null",-0.6545802
"GYPC","na","null","null",-0.6543877
"XRN1","na","null","null",-0.6542873
"LOC101927322","na","null","null",-0.65385294
"TXNDC16","na","null","null",-0.6537766
"GREM1","na","null","null",-0.653683
"LOC100507006","na","null","null",-0.65337336
"CDKN1C","na","null","null",-0.65298945
"GSDMC","na","null","null",-0.65293527
"TMX4","na","null","null",-0.6527686
"HIST1H1B","na","null","null",-0.6527627
"THAP2","na","null","null",-0.652647
"BMP8A","na","null","null",-0.6517548
"NR1D1","na","null","null",-0.6513857
"NFATC1","na","null","null",-0.6510235
"BACH1","na","null","null",-0.6508708
"GBX2","na","null","null",-0.6504218
"CKB","na","null","null",-0.65028894
"LAT2","na","null","null",-0.6502264
"PRPH","na","null","null",-0.6501779
"SOWAHD","na","null","null",-0.64995867
"SH3GL2","na","null","null",-0.64914024
"DAB2IP","na","null","null",-0.64873266
"ZSWIM6","na","null","null",-0.6487193
"EIF4A3","na","null","null",-0.64867866
"FAM69B","na","null","null",-0.64854026
"ZNF620","na","null","null",-0.64831775
"C21orf59-TCP10L","na","null","null",-0.64826417
"NR3C1","na","null","null",-0.6481247
"AATK","na","null","null",-0.6480923
"TNFRSF6B","na","null","null",-0.6477992
"GLRX","na","null","null",-0.64751065
"HEXIM1","na","null","null",-0.6474114
"ALCAM","na","null","null",-0.64691913
"ARRDC3","na","null","null",-0.6457392
"SMG1P5","na","null","null",-0.6456742
"SORBS1","na","null","null",-0.6445684
"DEPDC7","na","null","null",-0.6445054
"NOXRED1","na","null","null",-0.6443306
"MAFA","na","null","null",-0.64406115
"ONECUT2","na","null","null",-0.6440416
"CLDN3","na","null","null",-0.6438931
"PLXNA2","na","null","null",-0.64321846
"TNFRSF9","na","null","null",-0.6428823
"FAM43B","na","null","null",-0.64267707
"HIST2H2AA3","na","null","null",-0.6426068
"SMCO2","na","null","null",-0.64136094
"ABCC9","na","null","null",-0.6411486
"TNFAIP6","na","null","null",-0.6410588
"NPIPB2","na","null","null",-0.64097995
"FOS","na","null","null",-0.6406735
"NANOS1","na","null","null",-0.64055187
"EGR1","na","null","null",-0.64008635
"LOC101927420","na","null","null",-0.6399339
"UBE2Z","na","null","null",-0.6397501
"SLC25A47","na","null","null",-0.639644
"KMT2B","na","null","null",-0.63946086
"CLDN6","na","null","null",-0.6394236
"RPL21","na","null","null",-0.6393412
"OTX1","na","null","null",-0.6392114
"RMC1","na","null","null",-0.6391427
"TSKU","na","null","null",-0.6388724
"TRNP1","na","null","null",-0.63880694
"RAPH1","na","null","null",-0.63833255
"UNC119","na","null","null",-0.6382155
"PSMA6","na","null","null",-0.63799644
"HUS1B","na","null","null",-0.63762426
"DCDC2","na","null","null",-0.6373638
"AGER","na","null","null",-0.6372256
"SOX8","na","null","null",-0.6358705
"LOC100310756","na","null","null",-0.6358327
"LOC652276","na","null","null",-0.6356117
"KIF5A","na","null","null",-0.63469577
"JAK2","na","null","null",-0.6341456
"FMO3","na","null","null",-0.63355553
"CREBRF","na","null","null",-0.6333627
"OPN3","na","null","null",-0.6326996
"FAM111A-DT","na","null","null",-0.63268787
"ZNF703","na","null","null",-0.632679
"PARP4","na","null","null",-0.632374
"GCM1","na","null","null",-0.63226664
"LOC101929709","na","null","null",-0.63201326
"ANKRD1","na","null","null",-0.63184744
"ENOX1","na","null","null",-0.6315727
"FRG2KP","na","null","null",-0.6315
"NPTX2","na","null","null",-0.63079315
"HERPUD1","na","null","null",-0.6306239
"HECW1","na","null","null",-0.6302432
"THAP3","na","null","null",-0.63018095
"FAM117A","na","null","null",-0.62955624
"CD99P1","na","null","null",-0.6294556
"SELENBP1","na","null","null",-0.6292408
"NR5A2","na","null","null",-0.6290941
"CEBPA","na","null","null",-0.6290734
"LOC100287042","na","null","null",-0.6290431
"POM121L2","na","null","null",-0.62903035
"LRCH4","na","null","null",-0.62895805
"NMB","na","null","null",-0.6288006
"RP2","na","null","null",-0.6287335
"SV2A","na","null","null",-0.6285805
"B3GNT2","na","null","null",-0.6285419
"RNF24","na","null","null",-0.6284829
"MYC","na","null","null",-0.6283616
"EXT1","na","null","null",-0.628096
"TSIX","na","null","null",-0.627885
"RBP1","na","null","null",-0.62785923
"SLC9A3R1","na","null","null",-0.6276699
"GRPR","na","null","null",-0.6272249
"LOC642361","na","null","null",-0.627161
"FZD8","na","null","null",-0.62703127
"SRMS","na","null","null",-0.62695825
"LOC105378047","na","null","null",-0.6257336
"KREMEN2","na","null","null",-0.62570274
"TYMSOS","na","null","null",-0.6255935
"TLR2","na","null","null",-0.6250233
"NFAT5","na","null","null",-0.6249503
"PRKCQ","na","null","null",-0.62488765
"KCNJ2","na","null","null",-0.62460744
"PDE4B","na","null","null",-0.62448424
"TXNDC11","na","null","null",-0.6244822
"TACR1","na","null","null",-0.6244257
"C9orf47","na","null","null",-0.6243454
"KLF2","na","null","null",-0.62406904
"KCNQ1","na","null","null",-0.6238403
"LOC100507634","na","null","null",-0.62335294
"CAMK2A","na","null","null",-0.622792
"LRP2","na","null","null",-0.62272525
"KANSL1-AS1","na","null","null",-0.6226929
"RELN","na","null","null",-0.6224488
"CXorf49","na","null","null",-0.62226474
"NLRP10","na","null","null",-0.6215385
"VNN3","na","null","null",-0.6214453
"SCN4A","na","null","null",-0.62140316
"TLK2","na","null","null",-0.6211745
"RMI1","na","null","null",-0.6208686
"RNF149","na","null","null",-0.6204721
"NACAD","na","null","null",-0.6200128
"TERF2IP","na","null","null",-0.61984414
"ELF3-AS1","na","null","null",-0.61970806
"FAM83E","na","null","null",-0.61949533
"LOC148709","na","null","null",-0.6193395
"UBTD2","na","null","null",-0.61915815
"KIF6","na","null","null",-0.6187875
"HMGCS1","na","null","null",-0.61849433
"TP53BP2","na","null","null",-0.6184644
"PAXIP1","na","null","null",-0.6184094
"BICDL2","na","null","null",-0.61823547
"MEFV","na","null","null",-0.6180093
"MFHAS1","na","null","null",-0.6177092
"FCGR1A","na","null","null",-0.6176526
"SLC9A1","na","null","null",-0.61747265
"RASAL2-AS1","na","null","null",-0.61746407
"CASP5","na","null","null",-0.61739004
"SOX21","na","null","null",-0.61723304
"ZNF678","na","null","null",-0.61704916
"LOC101929532","na","null","null",-0.6162621
"TNFSF14","na","null","null",-0.61623824
"FGF5","na","null","null",-0.61618096
"ARL6IP1","na","null","null",-0.61614966
"VWA1","na","null","null",-0.6143657
"C6orf141","na","null","null",-0.6140262
"SNHG12","na","null","null",-0.61390275
"LOC646626","na","null","null",-0.6138274
"SYS1-DBNDD2","na","null","null",-0.6138213
"KCTD5","na","null","null",-0.6135322
"BUB1","na","null","null",-0.6135021
"LOC100507144","na","null","null",-0.61317587
"PLEKHF1","na","null","null",-0.61305773
"TEX29","na","null","null",-0.61252517
"SNIP1","na","null","null",-0.6124085
"ZEB2","na","null","null",-0.61214787
"MDGA1","na","null","null",-0.61190736
"AASS","na","null","null",-0.6116262
"MATN4","na","null","null",-0.61122686
"DLL4","na","null","null",-0.61120963
"INSL4","na","null","null",-0.61115503
"H1FX","na","null","null",-0.6108782
"TOB1","na","null","null",-0.6107052
"DENND5A","na","null","null",-0.6102977
"FLT3","na","null","null",-0.610203
"SCN11A","na","null","null",-0.6098666
"CBR3-AS1","na","null","null",-0.60964864
"SOCS2","na","null","null",-0.6094905
"CD82","na","null","null",-0.60944164
"PAX8","na","null","null",-0.6093446
"LOC100507065","na","null","null",-0.609174
"TNFSF15","na","null","null",-0.6090322
"ZBTB10","na","null","null",-0.6089572
"FOXO3","na","null","null",-0.6087295
"SSTR3","na","null","null",-0.6085137
"PTGES3L-AARSD1","na","null","null",-0.6080467
"FLVCR2","na","null","null",-0.6075946
"IL36A","na","null","null",-0.60752964
"GAL","na","null","null",-0.6074104
"ZNF490","na","null","null",-0.6073773
"PRRG4","na","null","null",-0.60729706
"CASP1P2","na","null","null",-0.6072644
"HIST3H2A","na","null","null",-0.607118
"SLC26A9","na","null","null",-0.6070833
"HR","na","null","null",-0.606814
"PPP1R13B","na","null","null",-0.60667694
"CCL26","na","null","null",-0.6060732
"ARC","na","null","null",-0.6057869
"SNCAIP","na","null","null",-0.6056329
"IFFO1","na","null","null",-0.6053224
"ZFAS1","na","null","null",-0.60523915
"HOXD1","na","null","null",-0.605007
"PMEL","na","null","null",-0.60487294
"POU4F3","na","null","null",-0.60483766
"CEBPB","na","null","null",-0.60447073
"C11orf97","na","null","null",-0.6044347
"SMAD3","na","null","null",-0.604415
"LBH","na","null","null",-0.6043137
"LOC285074","na","null","null",-0.6043065
"ATXN2-AS","na","null","null",-0.6042884
"HSD52","na","null","null",-0.60383105
"MAGOH2P","na","null","null",-0.603586
"MST1P2","na","null","null",-0.60342544
"FCGR1B","na","null","null",-0.6033788
"TMEM202-AS1","na","null","null",-0.60320467
"LOC105369332","na","null","null",-0.6029487
"GATA2","na","null","null",-0.60291976
"TSNAX-DISC1","na","null","null",-0.602918
"HIST4H4","na","null","null",-0.6027331
"PDGFB","na","null","null",-0.6025754
"TRPC4","na","null","null",-0.6022096
"HBE1","na","null","null",-0.60202247
"LOC105374546","na","null","null",-0.6019034
"NPIPB4","na","null","null",-0.60179937
"LINC01465","na","null","null",-0.6016941
"SPON2","na","null","null",-0.6014328
"DNAJC1","na","null","null",-0.60123444
"SNPH","na","null","null",-0.6010949
"TRIB2","na","null","null",-0.600879
"ADAM8","na","null","null",-0.6004803
"ALG1L","na","null","null",-0.60046065
"LOC93622","na","null","null",-0.60040444
"SCUBE3","na","null","null",-0.60037553
"SNHG1","na","null","null",-0.60034233
"MEX3D","na","null","null",-0.60030824
"SELENOKP3","na","null","null",-0.5999893
"C1orf226","na","null","null",-0.59958017
"RNF31","na","null","null",-0.5992686
"PCSK5","na","null","null",-0.59923273
"TARSL2","na","null","null",-0.5991889
"KLF3","na","null","null",-0.59885466
"LRRC15","na","null","null",-0.5985437
"SCARA3","na","null","null",-0.59847015
"GLIPR2","na","null","null",-0.5984324
"SLC12A7","na","null","null",-0.59822744
"UPK1A","na","null","null",-0.5980206
"LINC02278","na","null","null",-0.5979632
"RNF227","na","null","null",-0.5975522
"CD69","na","null","null",-0.59735745
"TMEM92-AS1","na","null","null",-0.59697115
"STK40","na","null","null",-0.5968693
"LINC01127","na","null","null",-0.59680957
"C3orf58","na","null","null",-0.5966542
"ATXN2L","na","null","null",-0.5965008
"LOC101927811","na","null","null",-0.5963744
"DIP2B","na","null","null",-0.5963736
"PARP8","na","null","null",-0.59630173
"KALRN","na","null","null",-0.5957137
"LOC101927865","na","null","null",-0.5956275
"IL13RA2","na","null","null",-0.5951997
"CHRFAM7A","na","null","null",-0.5951534
"SEMA6C","na","null","null",-0.5950395
"SSC5D","na","null","null",-0.59502953
"TCF7L2","na","null","null",-0.59437674
"GATA6-AS1","na","null","null",-0.59434
"PAX5","na","null","null",-0.5941253
"NCK2","na","null","null",-0.59397876
"FKRP","na","null","null",-0.59369415
"LOC107984974","na","null","null",-0.59327567
"PRSS36","na","null","null",-0.5932477
"EFL1","na","null","null",-0.5923732
"LRRC4","na","null","null",-0.5923119
"RBM46","na","null","null",-0.59229517
"LAMA1","na","null","null",-0.59201396
"BAIAP2","na","null","null",-0.59170264
"FRS3","na","null","null",-0.59134126
"KYNU","na","null","null",-0.59126025
"CCDC71L","na","null","null",-0.5904263
"GRAMD1B","na","null","null",-0.59022754
"TOR1AIP1","na","null","null",-0.5902068
"UHRF1BP1","na","null","null",-0.58927643
"TMEM92","na","null","null",-0.58918804
"FGD6","na","null","null",-0.58911496
"FNDC3A","na","null","null",-0.5890195
"MYO1F","na","null","null",-0.5889936
"BAG1","na","null","null",-0.58894354
"ARL5B","na","null","null",-0.58882064
"ADAMTS8","na","null","null",-0.588733
"LSR","na","null","null",-0.5881642
"GATM","na","null","null",-0.587904
"PNPLA2","na","null","null",-0.5877411
"C12orf75","na","null","null",-0.58752185
"GRHL3","na","null","null",-0.5872516
"SSUH2","na","null","null",-0.5871865
"OLFM1","na","null","null",-0.5871593
"SCARNA13","na","null","null",-0.5869816
"MATN1","na","null","null",-0.58661705
"LINC00571","na","null","null",-0.58656436
"ALDH6A1","na","null","null",-0.58653045
"SMG1P3","na","null","null",-0.586262
"ARMH1","na","null","null",-0.585548
"YBX2","na","null","null",-0.5849351
"KCNT2","na","null","null",-0.584747
"TEC","na","null","null",-0.5844463
"ZNF267","na","null","null",-0.5837623
"KLK5","na","null","null",-0.58362937
"ROBO4","na","null","null",-0.5833708
"SYNJ1","na","null","null",-0.5831661
"SAP30L","na","null","null",-0.5831367
"C2orf66","na","null","null",-0.583055
"CMYA5","na","null","null",-0.58290464
"EGR2","na","null","null",-0.5827476
"C21orf91","na","null","null",-0.5826435
"MMP25","na","null","null",-0.5823422
"IRF2BP2","na","null","null",-0.58187205
"KLHL26","na","null","null",-0.5818615
"UNC45B","na","null","null",-0.5815988
"SPATA2","na","null","null",-0.5812075
"PREX1","na","null","null",-0.5809584
"PON1","na","null","null",-0.5809398
"LOC100132215","na","null","null",-0.58063424
"TUBB2A","na","null","null",-0.5799534
"UNC13A","na","null","null",-0.57995087
"LINC02255","na","null","null",-0.57959306
"MXRA5","na","null","null",-0.57956856
"ASB5","na","null","null",-0.5795438
"SLC34A2","na","null","null",-0.57912743
"MALT1","na","null","null",-0.5780263
"SUGT1P1","na","null","null",-0.5779845
"ENPP2","na","null","null",-0.57797945
"LOC101929679","na","null","null",-0.57770205
"ARMC5","na","null","null",-0.5776232
"FLJ46875","na","null","null",-0.57747304
"ANKLE2","na","null","null",-0.5774435
"HES7","na","null","null",-0.5770439
"PTX3","na","null","null",-0.5763763
"F2","na","null","null",-0.5760957
"OVGP1","na","null","null",-0.5760733
"CTH","na","null","null",-0.57604456
"DENND3","na","null","null",-0.5756664
"BTN2A3P","na","null","null",-0.5755157
"DDIT3","na","null","null",-0.5750296
"POU5F1","na","null","null",-0.57491314
"LINC00880","na","null","null",-0.5747342
"DLG4","na","null","null",-0.57462466
"UBASH3A","na","null","null",-0.5744808
"SYS1","na","null","null",-0.57378674
"RNF2","na","null","null",-0.5736231
"TSHZ1","na","null","null",-0.5735376
"PLA2G4E-AS1","na","null","null",-0.5735342
"ZKSCAN2","na","null","null",-0.5732975
"CELSR3","na","null","null",-0.5731534
"ARHGEF3","na","null","null",-0.57290584
"IQCJ-SCHIP1","na","null","null",-0.57268286
"RAB5IF","na","null","null",-0.5719762
"MYO10","na","null","null",-0.57196844
"ESPN","na","null","null",-0.57185805
"CHKA","na","null","null",-0.5716653
"TTC36","na","null","null",-0.5716413
"HOXB9","na","null","null",-0.5715893
"WDR74","na","null","null",-0.5714612
"HIST1H3J","na","null","null",-0.5714601
"HIST2H2BE","na","null","null",-0.5714545
"RET","na","null","null",-0.5713902
"TLX3","na","null","null",-0.5711889
"GJC2","na","null","null",-0.5709047
"AOC2","na","null","null",-0.570417
"NME8","na","null","null",-0.5703475
"SOBP","na","null","null",-0.5698574
"ENTPD1-AS1","na","null","null",-0.56979734
"HRH2","na","null","null",-0.56952906
"EBF3","na","null","null",-0.5693197
"MUCL1","na","null","null",-0.568977
"MYO19","na","null","null",-0.56895083
"EPAS1","na","null","null",-0.5689231
"EGR4","na","null","null",-0.5688461
"DCP1B","na","null","null",-0.56881845
"LOC644634","na","null","null",-0.5687104
"C2CD4B","na","null","null",-0.5686233
"ARID4A","na","null","null",-0.5686231
"ADAT3","na","null","null",-0.56848836
"EPC2","na","null","null",-0.56848586
"USP25","na","null","null",-0.568186
"CDKN2D","na","null","null",-0.5677592
"HPSE","na","null","null",-0.5676664
"GANC","na","null","null",-0.56755763
"OCLNP1","na","null","null",-0.5674735
"IFFO2","na","null","null",-0.5673889
"CYP27B1","na","null","null",-0.567201
"ZGLP1","na","null","null",-0.56714714
"TENT2","na","null","null",-0.56664985
"CZ1P-ASNS","na","null","null",-0.56617695
"SLC17A7","na","null","null",-0.5658867
"LOC728715","na","null","null",-0.5656847
"CSF3","na","null","null",-0.56522715
"CPT1B","na","null","null",-0.56517094
"BAHCC1","na","null","null",-0.56515646
"NPPC","na","null","null",-0.56496793
"MUC22","na","null","null",-0.5646245
"MIDN","na","null","null",-0.564503
"NUP62","na","null","null",-0.56437546
"SH3RF3-AS1","na","null","null",-0.5642684
"LINC00592","na","null","null",-0.5640752
"EMC9","na","null","null",-0.5640391
"MMP16","na","null","null",-0.56396013
"LOC100130476","na","null","null",-0.56389797
"CLN3","na","null","null",-0.5636742
"PSORS1C2","na","null","null",-0.5631834
"RNASE1","na","null","null",-0.5630937
"HIST2H4B","na","null","null",-0.56309116
"GABRQ","na","null","null",-0.5629252
"TSC22D2","na","null","null",-0.56273663
"GRASP","na","null","null",-0.56265986
"ZCCHC3","na","null","null",-0.5621525
"FSTL4","na","null","null",-0.5620807
"MYCN","na","null","null",-0.5615093
"CCDC62","na","null","null",-0.5614744
"LCP2","na","null","null",-0.5613259
"ATP6V1G2-DDX39B","na","null","null",-0.5610335
"SNHG15","na","null","null",-0.56051177
"PLEKHH1","na","null","null",-0.56010336
"CCNE2","na","null","null",-0.55991983
"CYP26B1","na","null","null",-0.5598144
"ARSJ","na","null","null",-0.5597719
"BRIP1","na","null","null",-0.55971617
"PDP1","na","null","null",-0.5596497
"PKD1P6-NPIPP1","na","null","null",-0.5595755
"SOX11","na","null","null",-0.5594794
"RGMB-AS1","na","null","null",-0.5593396
"IER3","na","null","null",-0.55927485
"LY6E-DT","na","null","null",-0.55909157
"TPGS1","na","null","null",-0.5587203
"HSPB9","na","null","null",-0.55863184
"PCF11","na","null","null",-0.55858713
"GAS6-DT","na","null","null",-0.55849624
