"NAME","DESCRIPTION","GENE_SYMBOL","GENE_TITLE","SCORE"
"CTU1","na","null","null",-0.20255974
"SCPEP1","na","null","null",-0.20255606
"BREA2","na","null","null",-0.20251037
"KCNE5","na","null","null",-0.20248584
"MANEA-DT","na","null","null",-0.20244873
"LOC101928021","na","null","null",-0.20243768
"PDCD10","na","null","null",-0.2024095
"LINC02333","na","null","null",-0.20236512
"DEAF1","na","null","null",-0.20227002
"LOC100506747","na","null","null",-0.20224094
"PTPRZ1","na","null","null",-0.20219369
"COL26A1","na","null","null",-0.20186459
"PCAT6","na","null","null",-0.20169124
"SLC32A1","na","null","null",-0.20161262
"CRNDE","na","null","null",-0.20155011
"DSCR8","na","null","null",-0.20123123
"ELMO1","na","null","null",-0.20121183
"PRAMEF26","na","null","null",-0.20102757
"TMEM182","na","null","null",-0.20095526
"LINC00999","na","null","null",-0.20083322
"LINC01108","na","null","null",-0.20076106
"LURAP1L-AS1","na","null","null",-0.20053677
"RIOK2","na","null","null",-0.20034388
"CBWD1","na","null","null",-0.20030963
"GPHN","na","null","null",-0.20023373
"LOC339166","na","null","null",-0.20007528
"BPIFC","na","null","null",-0.2000662
"MRPS30-DT","na","null","null",-0.20000234
"FBXL17","na","null","null",-0.19988097
"DNALI1","na","null","null",-0.19979641
"CPZ","na","null","null",-0.19975531
"JCHAIN","na","null","null",-0.19973135
"C20orf202","na","null","null",-0.19960007
"LHFPL3-AS2","na","null","null",-0.19956212
"ZBTB11","na","null","null",-0.19936566
"TAPT1","na","null","null",-0.1993007
"NUTM2G","na","null","null",-0.19925113
"PIANP","na","null","null",-0.1991979
"CCL7","na","null","null",-0.19889857
"LOC101927476","na","null","null",-0.19862895
"H1F0","na","null","null",-0.1986273
"ST7-AS2","na","null","null",-0.19860001
"LINC01964","na","null","null",-0.19845296
"RGL2","na","null","null",-0.19844414
"ATG2A","na","null","null",-0.19843522
"ARHGAP28","na","null","null",-0.19830999
"LOC100130357","na","null","null",-0.19824968
"TRPM3","na","null","null",-0.198092
"CELSR3","na","null","null",-0.19791803
"PGGT1B","na","null","null",-0.19775428
"ANP32E","na","null","null",-0.1977057
"NDUFC2-KCTD14","na","null","null",-0.1976642
"MYLK2","na","null","null",-0.19757411
"C12orf74","na","null","null",-0.19738838
"LINC02582","na","null","null",-0.1973503
"GRIP1","na","null","null",-0.19732955
"GOSR1","na","null","null",-0.19729456
"NOTCH4","na","null","null",-0.19716081
"CXorf21","na","null","null",-0.1971537
"ADAM9","na","null","null",-0.19703576
"SEPT12","na","null","null",-0.19683182
"AVPI1","na","null","null",-0.19681925
"ZNF529","na","null","null",-0.19674441
"KIF20A","na","null","null",-0.19665878
"P4HA1","na","null","null",-0.19641787
"IDUA","na","null","null",-0.19638245
"CABLES1","na","null","null",-0.19625053
"MARCH7","na","null","null",-0.1962238
"CCDC126","na","null","null",-0.19611916
"CYP2C9","na","null","null",-0.1960361
"KIF11","na","null","null",-0.19592237
"CACNA1G-AS1","na","null","null",-0.19572501
"MIPOL1","na","null","null",-0.19558828
"ANKRD18B","na","null","null",-0.19543734
"RUNX3","na","null","null",-0.19535927
"NSMCE2","na","null","null",-0.1951986
"SELENOP","na","null","null",-0.19518661
"C21orf62","na","null","null",-0.19517738
"ACER3","na","null","null",-0.1950516
"CLLU1","na","null","null",-0.19501817
"PDGFRL","na","null","null",-0.19472776
"H2BFXP","na","null","null",-0.19464606
"LOC101927023","na","null","null",-0.19449626
"SRP19","na","null","null",-0.19442827
"ATAD1","na","null","null",-0.19436559
"CCNB1IP1","na","null","null",-0.19426674
"RRH","na","null","null",-0.19411097
"STK10","na","null","null",-0.19389834
"PI16","na","null","null",-0.1938337
"ATG16L2","na","null","null",-0.19363074
"SERPINB4","na","null","null",-0.1936035
"LINC01145","na","null","null",-0.19342859
"TTC17","na","null","null",-0.1933967
"WWC3","na","null","null",-0.19327497
"BARX1","na","null","null",-0.19297977
"NEU2","na","null","null",-0.19264673
"CACTIN-AS1","na","null","null",-0.19228081
"BARD1","na","null","null",-0.19224706
"GPR141","na","null","null",-0.19216727
"ATE1","na","null","null",-0.19183257
"GNMT","na","null","null",-0.19173527
"SUCO","na","null","null",-0.1915614
"EWSAT1","na","null","null",-0.19152987
"NRTN","na","null","null",-0.19141656
"SLC44A1","na","null","null",-0.19140683
"CDCA2","na","null","null",-0.19139951
"TCAM1P","na","null","null",-0.191384
"PAWR","na","null","null",-0.19127855
"TMED5","na","null","null",-0.19113822
"BTBD11","na","null","null",-0.1909962
"GTF2E2","na","null","null",-0.19095506
"SYF2","na","null","null",-0.19091365
"NOXA1","na","null","null",-0.19090793
"B4GALT1","na","null","null",-0.19086798
"LOC100287042","na","null","null",-0.19081895
"INSM2","na","null","null",-0.19073054
"OXR1","na","null","null",-0.19066662
"STRIP2","na","null","null",-0.19055341
"H3F3C","na","null","null",-0.1903894
"EEF1A1","na","null","null",-0.1903053
"HOXC8","na","null","null",-0.19001766
"NUF2","na","null","null",-0.18995276
"MAP2K4","na","null","null",-0.18993779
"WDR11-AS1","na","null","null",-0.18992315
"PIF1","na","null","null",-0.18989624
"GPR50","na","null","null",-0.18987247
"GAS1RR","na","null","null",-0.18980758
"SLAIN2","na","null","null",-0.18977885
"SNORD133","na","null","null",-0.18976654
"STT3A-AS1","na","null","null",-0.1897665
"LOC440346","na","null","null",-0.18976645
"SBDS","na","null","null",-0.18960613
"FAM153C","na","null","null",-0.18945394
"CHRNA10","na","null","null",-0.18941946
"ZNF888","na","null","null",-0.1893934
"EVPLL","na","null","null",-0.1892248
"BCAT2","na","null","null",-0.18914345
"EPHA3","na","null","null",-0.18889467
"FAM166B","na","null","null",-0.18858631
"LINC02003","na","null","null",-0.18843421
"MAPKAPK2","na","null","null",-0.18826048
"PIP4P2","na","null","null",-0.18818843
"LOC105371849","na","null","null",-0.18808259
"LINC00893","na","null","null",-0.18797544
"INTU","na","null","null",-0.18787126
"AURKB","na","null","null",-0.18777142
"LIPA","na","null","null",-0.18766508
"LOC102724601","na","null","null",-0.18757915
"DEDD","na","null","null",-0.1874919
"TM4SF19-TCTEX1D2","na","null","null",-0.18743633
"NPEPPS","na","null","null",-0.18743207
"SOCS6","na","null","null",-0.18706447
"EPS8L1","na","null","null",-0.18705168
"ZKSCAN2","na","null","null",-0.18669824
"HOXA9","na","null","null",-0.1866073
"CCSAP","na","null","null",-0.18656586
"LINC02421","na","null","null",-0.18618141
"ENKUR","na","null","null",-0.18615142
"SCAMP1","na","null","null",-0.18607934
"PRL","na","null","null",-0.18601544
"FAM126B","na","null","null",-0.18596506
"PPP1R16B","na","null","null",-0.18596005
"GFRA3","na","null","null",-0.18587707
"RUNX1","na","null","null",-0.1858719
"UPP1","na","null","null",-0.18580468
"MMP8","na","null","null",-0.18570693
"SELENOI","na","null","null",-0.1856043
"PIN4P1","na","null","null",-0.18552174
"PXT1","na","null","null",-0.18510263
"FGF19","na","null","null",-0.1849572
"SH3BGR","na","null","null",-0.18489735
"LOC101927759","na","null","null",-0.184767
"ZMIZ2","na","null","null",-0.18473592
"RGS9","na","null","null",-0.18467449
"PHLPP1","na","null","null",-0.18455072
"PSTPIP2","na","null","null",-0.18435797
"NAGPA-AS1","na","null","null",-0.18431361
"LOC105375713","na","null","null",-0.18431135
"MAN1C1","na","null","null",-0.18424977
"XDH","na","null","null",-0.18419804
"FPR1","na","null","null",-0.1839413
"DOK6","na","null","null",-0.18384546
"HBP1","na","null","null",-0.18380146
"LRFN1","na","null","null",-0.18370716
"ANAPC10","na","null","null",-0.18336776
"TAGLN3","na","null","null",-0.18289806
"LOC105373383","na","null","null",-0.18268137
"CPNE2","na","null","null",-0.18259607
"P2RX5-TAX1BP3","na","null","null",-0.18240534
"FAM111B","na","null","null",-0.18228689
"PRKCQ","na","null","null",-0.18227282
"DTL","na","null","null",-0.18206784
"RHEX","na","null","null",-0.18198138
"PIAS1","na","null","null",-0.18188497
"LINC01189","na","null","null",-0.18188274
"SPTSSA","na","null","null",-0.1816262
"NT5C1B","na","null","null",-0.18157968
"LINC00114","na","null","null",-0.18153055
"TFAP2A-AS1","na","null","null",-0.18148516
"ANKRD20A8P","na","null","null",-0.18143396
"TLX2","na","null","null",-0.18136588
"G3BP1","na","null","null",-0.181244
"IL10RB-DT","na","null","null",-0.18117733
"UPF3B","na","null","null",-0.18117297
"DCAF10","na","null","null",-0.18116349
"LINC01144","na","null","null",-0.18096484
"NMNAT2","na","null","null",-0.18087609
"LOC105379550","na","null","null",-0.18084982
"LINC00324","na","null","null",-0.18082051
"ERC2","na","null","null",-0.18081516
"LOC100131626","na","null","null",-0.1808019
"OVGP1","na","null","null",-0.18035369
"SPDYE2B","na","null","null",-0.18029359
"ZC3H15","na","null","null",-0.18026772
"GCOM1","na","null","null",-0.18020186
"CSAG4","na","null","null",-0.18011771
"LINC01203","na","null","null",-0.18011771
"KIF26B-AS1","na","null","null",-0.18011771
"LLCFC1","na","null","null",-0.18011771
"HBG2","na","null","null",-0.18011771
"LOC100134040","na","null","null",-0.18011771
"LOC105376398","na","null","null",-0.18011771
"HBD","na","null","null",-0.18011771
"OR52I1","na","null","null",-0.18011771
"KRTAP13-2","na","null","null",-0.18011771
"LINC00400","na","null","null",-0.18011771
"MTOR-AS1","na","null","null",-0.18011771
"APOA1-AS","na","null","null",-0.18011771
"LOC102723886","na","null","null",-0.18011771
"KRTAP3-1","na","null","null",-0.18011771
"LINC01509","na","null","null",-0.18011771
"HCG23","na","null","null",-0.18011771
"OOEP","na","null","null",-0.18011771
"TMEM211","na","null","null",-0.18011771
"OR2AE1","na","null","null",-0.18011771
"AKAP14","na","null","null",-0.18011771
"LYG2","na","null","null",-0.18011771
"TGFB2-AS1","na","null","null",-0.18011771
"LINC01433","na","null","null",-0.18011771
"LINC01750","na","null","null",-0.18002611
"ARHGAP17","na","null","null",-0.18001409
"TC2N","na","null","null",-0.17997009
"E2F1","na","null","null",-0.17981362
"NCF4-AS1","na","null","null",-0.17976329
"TUBA1C","na","null","null",-0.17924766
"RAD51AP2","na","null","null",-0.17923608
"SNX29P1","na","null","null",-0.17914078
"FBXL20","na","null","null",-0.17889683
"ASPHD1","na","null","null",-0.178886
"ABCA17P","na","null","null",-0.1788248
"IGSF23","na","null","null",-0.17864414
"LOC101928436","na","null","null",-0.1785186
"SNX11","na","null","null",-0.17825124
"C5AR2","na","null","null",-0.17820181
"LVRN","na","null","null",-0.17807432
"SPATA6L","na","null","null",-0.17793593
"RUBCNL","na","null","null",-0.17793559
"ANKRD13A","na","null","null",-0.17792082
"FOXE3","na","null","null",-0.17774737
"PLAC8L1","na","null","null",-0.17774168
"GALNT8","na","null","null",-0.17728141
"RAC1","na","null","null",-0.1772539
"LOC100996740","na","null","null",-0.17721313
"DEK","na","null","null",-0.17704462
"CYMP","na","null","null",-0.17666526
"CES1P1","na","null","null",-0.17660247
"IL12A-AS1","na","null","null",-0.17658232
"LINC02568","na","null","null",-0.17628318
"C19orf81","na","null","null",-0.1761469
"SMPX","na","null","null",-0.17610732
"TM7SF2","na","null","null",-0.17608675
"HIBADH","na","null","null",-0.17598754
"MESP1","na","null","null",-0.17577498
"LOC105375218","na","null","null",-0.17572328
"DCUN1D1","na","null","null",-0.17566083
"KATNBL1","na","null","null",-0.17547116
"XCR1","na","null","null",-0.17526974
"SLC5A4-AS1","na","null","null",-0.1752619
"ANLN","na","null","null",-0.17524551
"RNF34","na","null","null",-0.17520888
"SLC36A4","na","null","null",-0.17514327
"PRPF40A","na","null","null",-0.17508999
"SERPINA7","na","null","null",-0.1750372
"SLC7A9","na","null","null",-0.17501919
"NRP1","na","null","null",-0.17501862
"FAM57B","na","null","null",-0.17486812
"DIRAS2","na","null","null",-0.17485121
"DIAPH2-AS1","na","null","null",-0.17479847
"DNLZ","na","null","null",-0.17454565
"RANBP9","na","null","null",-0.17422034
"TSC22D1","na","null","null",-0.17411819
"FZD6","na","null","null",-0.17409709
"LOC105376114","na","null","null",-0.17394176
"LOC100506368","na","null","null",-0.17392704
"INTS4","na","null","null",-0.17388557
"CCAR1","na","null","null",-0.17378695
"URAD","na","null","null",-0.17357172
"ARPC5","na","null","null",-0.17334569
"SEMA6C","na","null","null",-0.17325501
"ADGRE3","na","null","null",-0.17317645
"MORC2-AS1","na","null","null",-0.17266883
"CLDN15","na","null","null",-0.17260447
"LINC01802","na","null","null",-0.17255919
"PLA2G3","na","null","null",-0.17208962
"LINC00982","na","null","null",-0.17193875
"CYP2C19","na","null","null",-0.17192441
"HSD17B12","na","null","null",-0.17178987
"TYRP1","na","null","null",-0.17168587
"ZIC3","na","null","null",-0.17166354
"ITGB3","na","null","null",-0.17163974
"STAG2","na","null","null",-0.1716221
"FAM180A","na","null","null",-0.17155108
"PRNCR1","na","null","null",-0.1715269
"MLXIPL","na","null","null",-0.17133841
"MRVI1-AS1","na","null","null",-0.17127572
"FIP1L1","na","null","null",-0.17126733
"SLC43A3","na","null","null",-0.17121084
"LOC101928453","na","null","null",-0.17105263
"SHOX2","na","null","null",-0.17104892
"PRCP","na","null","null",-0.1710384
"ADAMTS14","na","null","null",-0.17099321
"FAM238B","na","null","null",-0.1708803
"C7orf26","na","null","null",-0.17082803
"NAPA-AS1","na","null","null",-0.17078027
"MRPS30","na","null","null",-0.17062159
"NTF3","na","null","null",-0.17037418
"LHFPL1","na","null","null",-0.17014492
"SMIM14","na","null","null",-0.17009619
"CBFA2T2","na","null","null",-0.1700689
"HSPA1B","na","null","null",-0.16997093
"UBQLN1","na","null","null",-0.16991132
"SSTR2","na","null","null",-0.1698155
"PAIP1","na","null","null",-0.16959882
"BPIFB4","na","null","null",-0.16948189
"DEPDC1","na","null","null",-0.16945246
"RPP38","na","null","null",-0.16939484
"RPL21P44","na","null","null",-0.1691638
"LMBRD2","na","null","null",-0.1691262
"BCL11B","na","null","null",-0.16906032
"YIPF4","na","null","null",-0.16884159
"RNASE6","na","null","null",-0.16874912
"ADPGK-AS1","na","null","null",-0.16873737
"FAM153A","na","null","null",-0.16868922
"CRY2","na","null","null",-0.168583
"PNLDC1","na","null","null",-0.16856639
"FNDC1","na","null","null",-0.168545
"LOC105378853","na","null","null",-0.1685405
"CCDC102B","na","null","null",-0.16850129
"NUTM2B-AS1","na","null","null",-0.16839796
"PCGF3","na","null","null",-0.16837163
"TSL","na","null","null",-0.16828598
"DIAPH3","na","null","null",-0.16828118
"SAA3P","na","null","null",-0.16806622
"OR2AG2","na","null","null",-0.16806622
"PPIAL4E","na","null","null",-0.16806541
"PPIAL4D","na","null","null",-0.16806541
"PPIAL4F","na","null","null",-0.16806541
"LHFPL4","na","null","null",-0.16804294
"FLVCR2","na","null","null",-0.16797672
"TMEM86B","na","null","null",-0.16797082
"CNIH3","na","null","null",-0.16784735
"LOC102723996","na","null","null",-0.16782685
"DNAJC25-GNG10","na","null","null",-0.16782005
"ACTL7B","na","null","null",-0.16781823
"CHRNA3","na","null","null",-0.16779798
"LINC01706","na","null","null",-0.16773546
"RAP1A","na","null","null",-0.167476
"ZNF439","na","null","null",-0.16747206
"ATP6V0D2","na","null","null",-0.16731848
"NKIRAS1","na","null","null",-0.16722004
"CPE","na","null","null",-0.16718493
"WISP3","na","null","null",-0.16714405
"PGM5","na","null","null",-0.16693759
"RFTN2","na","null","null",-0.16682053
"CD164","na","null","null",-0.16679282
"RABGGTA","na","null","null",-0.16677088
"METAP2","na","null","null",-0.16650042
"DIRAS1","na","null","null",-0.16645949
"LOC100499489","na","null","null",-0.1663863
"MYH6","na","null","null",-0.166227
"RXYLT1-AS1","na","null","null",-0.16619849
"OSBPL8","na","null","null",-0.16608022
"LYSMD3","na","null","null",-0.16574909
"BRMS1","na","null","null",-0.16563278
"RGS11","na","null","null",-0.16561657
"LOC101928718","na","null","null",-0.16561341
"GATA3","na","null","null",-0.16553286
"LOC101927166","na","null","null",-0.16550653
"PWRN1","na","null","null",-0.165417
"MET","na","null","null",-0.16541174
"ZNF610","na","null","null",-0.16540225
"GRIK5","na","null","null",-0.1652995
"OR3A2","na","null","null",-0.1650853
"ARL8B","na","null","null",-0.1650744
"RHAG","na","null","null",-0.16503085
"USP45","na","null","null",-0.16487926
"SERPINA3","na","null","null",-0.1648378
"SNRPB2","na","null","null",-0.16478224
"CARNS1","na","null","null",-0.16461855
"AP1S3","na","null","null",-0.16454665
"HELT","na","null","null",-0.16448188
"DCDC2C","na","null","null",-0.16434684
"STEAP4","na","null","null",-0.16426158
"MNX1","na","null","null",-0.16422698
"LIPF","na","null","null",-0.1641896
"SNX5","na","null","null",-0.16387232
"MYO15B","na","null","null",-0.16352832
"MACF1","na","null","null",-0.16340484
"RCOR3","na","null","null",-0.16321675
"HSPH1","na","null","null",-0.16311331
"FOXP4","na","null","null",-0.16289899
"RSRC1","na","null","null",-0.16284955
"ERICH4","na","null","null",-0.16277452
"PDCD7","na","null","null",-0.16267118
"FRMPD3","na","null","null",-0.16266681
"MRPL39","na","null","null",-0.1626526
"LOC100996419","na","null","null",-0.16262826
"PTS","na","null","null",-0.16223855
"KRTAP21-2","na","null","null",-0.16218433
"TEX26","na","null","null",-0.16206777
"CFAP100","na","null","null",-0.16203608
"LOC101927571","na","null","null",-0.16198052
"MIR4697HG","na","null","null",-0.16197467
"CD33","na","null","null",-0.16191432
"LOC105378047","na","null","null",-0.1618168
"TOMM6","na","null","null",-0.16177857
"MKRN7P","na","null","null",-0.16158722
"GMNN","na","null","null",-0.16155608
"C11orf72","na","null","null",-0.16152336
"TRIM33","na","null","null",-0.16138053
"GRIN2D","na","null","null",-0.16132061
"LRRCC1","na","null","null",-0.16131468
"ANO6","na","null","null",-0.16130449
"FAM243B","na","null","null",-0.16130264
"TCF4-AS1","na","null","null",-0.1612046
"FAR2","na","null","null",-0.16109627
"PTCSC1","na","null","null",-0.16106118
"IHH","na","null","null",-0.1608111
"FAM236A","na","null","null",-0.1605924
"FAM236B","na","null","null",-0.1605924
"KLF15","na","null","null",-0.16052267
"ZNF705A","na","null","null",-0.16049778
"SINHCAF","na","null","null",-0.16044225
"MOB4","na","null","null",-0.16044086
"KCNAB1-AS2","na","null","null",-0.16041513
"MCMDC2","na","null","null",-0.16003035
"DEGS1","na","null","null",-0.15993065
"LINC00996","na","null","null",-0.15988418
"TMEM270","na","null","null",-0.15981708
"TMA16","na","null","null",-0.15969166
"NBPF13P","na","null","null",-0.15954028
"HIST2H2AB","na","null","null",-0.15950802
"SRP54-AS1","na","null","null",-0.1594994
"VSIG1","na","null","null",-0.15949637
"LOC399716","na","null","null",-0.15948908
"CNIH2","na","null","null",-0.15947598
"HAS3","na","null","null",-0.1594217
"TTC33","na","null","null",-0.15941375
"GBF1","na","null","null",-0.15926127
"MAN2B1","na","null","null",-0.15907629
"FZD1","na","null","null",-0.1589951
"MAD2L1BP","na","null","null",-0.15898322
"INAVA","na","null","null",-0.1587106
"PPP1R32","na","null","null",-0.15867122
"CEACAM7","na","null","null",-0.15849468
"AANAT","na","null","null",-0.15844473
"CD209","na","null","null",-0.15799777
"OR2A1-AS1","na","null","null",-0.15774113
"MRPS31P5","na","null","null",-0.15763596
"DENND4C","na","null","null",-0.15758856
"HACD4","na","null","null",-0.15756425
"EPHX3","na","null","null",-0.1573659
"NOA1","na","null","null",-0.15735377
"PIK3C3","na","null","null",-0.15728262
"ALKBH3-AS1","na","null","null",-0.15718026
"ADAT3","na","null","null",-0.15716232
"HECTD2","na","null","null",-0.15707977
"OXER1","na","null","null",-0.15703447
"ZNF326","na","null","null",-0.15684377
"LOC100288911","na","null","null",-0.15682182
"DHX36","na","null","null",-0.15673234
"LAG3","na","null","null",-0.15671237
"PNLIP","na","null","null",-0.15664588
"FBXL5","na","null","null",-0.15634917
"CRIM1","na","null","null",-0.15625946
"ZNF711","na","null","null",-0.1561872
"PLA2G4E-AS1","na","null","null",-0.1561278
"LRRFIP1","na","null","null",-0.15610912
"TMEM238","na","null","null",-0.1560375
"RFK","na","null","null",-0.1559802
"SMAD2","na","null","null",-0.15571538
"CNOT6L","na","null","null",-0.15570584
"UCHL3","na","null","null",-0.15555845
"DUSP28","na","null","null",-0.15550713
"C4orf47","na","null","null",-0.15544653
"KCNC1","na","null","null",-0.1553866
"CCDC42","na","null","null",-0.15514803
"LOC101928674","na","null","null",-0.1551279
"JAZF1-AS1","na","null","null",-0.1550725
"GRIA1","na","null","null",-0.15504244
"MYL4","na","null","null",-0.15490796
"DNM1P50","na","null","null",-0.15490586
"TMEM31","na","null","null",-0.15484451
"APOA1","na","null","null",-0.15483518
"GOLGA8T","na","null","null",-0.15453342
"TTC39C-AS1","na","null","null",-0.15443608
"NRF1","na","null","null",-0.15431373
"TSPAN8","na","null","null",-0.15416874
"SSBP3-AS1","na","null","null",-0.15412074
"GSC","na","null","null",-0.15381902
"SNHG6","na","null","null",-0.15367599
"AKT3","na","null","null",-0.15363006
"ASAP1-IT2","na","null","null",-0.15337887
"DNAH1","na","null","null",-0.15330394
"DAPL1","na","null","null",-0.15320358
"SLMAP","na","null","null",-0.15315272
"PRR29-AS1","na","null","null",-0.15309238
"LINC02603","na","null","null",-0.15263139
"ZNF853","na","null","null",-0.15262784
"CLEC5A","na","null","null",-0.15261193
"CYB5R4","na","null","null",-0.15250541
"AGAP9","na","null","null",-0.15242502
"RBPMS","na","null","null",-0.15241002
"CTBS","na","null","null",-0.15221079
"NKAIN2","na","null","null",-0.1522068
"LINC00917","na","null","null",-0.15204926
"LOC101929340","na","null","null",-0.15202385
"FMN2","na","null","null",-0.15184961
"MSL2","na","null","null",-0.15179583
"WFIKKN2","na","null","null",-0.15177082
"LY6H","na","null","null",-0.15175481
"GDI2","na","null","null",-0.15141447
"TBX18","na","null","null",-0.1513914
"GALNT9","na","null","null",-0.151186
"NCF4","na","null","null",-0.15117867
"LRRC63","na","null","null",-0.15077461
"HEPHL1","na","null","null",-0.15077218
"PDCL","na","null","null",-0.15073705
"GRIN2C","na","null","null",-0.1506649
"HAX1","na","null","null",-0.15062942
"C19orf57","na","null","null",-0.15048327
"GEMIN7-AS1","na","null","null",-0.15014648
"FMOD","na","null","null",-0.15003893
"ZNF503-AS2","na","null","null",-0.14989662
"SPPL3","na","null","null",-0.14938481
"TRIM58","na","null","null",-0.1493805
"SZT2-AS1","na","null","null",-0.14935037
"CFDP1","na","null","null",-0.14930877
"NECAB2","na","null","null",-0.14909017
"SLURP2","na","null","null",-0.14907563
"LINC02595","na","null","null",-0.14903076
"WDR44","na","null","null",-0.14893071
"HIGD2A","na","null","null",-0.14892475
"SMARCA5-AS1","na","null","null",-0.14890066
"LOC101929295","na","null","null",-0.14872241
"AQR","na","null","null",-0.14871614
"LINC00518","na","null","null",-0.1485154
"CCDC146","na","null","null",-0.1480925
"SUGT1","na","null","null",-0.14801739
"MPLKIP","na","null","null",-0.14789303
"BET1","na","null","null",-0.14788924
"MCHR2","na","null","null",-0.14787555
"MSRB1","na","null","null",-0.14780658
"POLG","na","null","null",-0.14774828
"HS6ST1","na","null","null",-0.14761008
"TMEM200C","na","null","null",-0.1475655
"RRAGB","na","null","null",-0.1475508
"LINC-PINT","na","null","null",-0.14749575
"MSANTD2","na","null","null",-0.14737509
"TSSC2","na","null","null",-0.14735954
"C6orf10","na","null","null",-0.14702477
"CUBN","na","null","null",-0.14698386
"HTR3A","na","null","null",-0.14685819
"CCDC151","na","null","null",-0.14667776
"LINC00511","na","null","null",-0.14657874
"FENDRR","na","null","null",-0.1465738
"VTA1","na","null","null",-0.14655235
"C6orf99","na","null","null",-0.14653343
"PRPF39","na","null","null",-0.14643444
"ANKRD30BP3","na","null","null",-0.14640383
"GGT5","na","null","null",-0.14621957
"SLC30A7","na","null","null",-0.14614297
"GPR183","na","null","null",-0.14607577
"YJU2","na","null","null",-0.1459429
"CACNA1B","na","null","null",-0.14591272
"MIP","na","null","null",-0.14556585
"CREB3L1","na","null","null",-0.14549807
"PP2D1","na","null","null",-0.1454757
"CTSO","na","null","null",-0.14539944
"MFSD6L","na","null","null",-0.14529566
"PRKAA1","na","null","null",-0.14513674
"BEAN1","na","null","null",-0.14504263
"TIMD4","na","null","null",-0.14491221
"ST6GAL2","na","null","null",-0.14485231
"LOC100507477","na","null","null",-0.14478497
"CRYGS","na","null","null",-0.14470372
"KRT27","na","null","null",-0.14469332
"PKD2L1","na","null","null",-0.14457317
"RAD21L1","na","null","null",-0.14448534
"PKMYT1","na","null","null",-0.14446338
"LINC02097","na","null","null",-0.14426745
"LOC400627","na","null","null",-0.1441833
"NAB2","na","null","null",-0.1441513
"SCARA5","na","null","null",-0.14410979
"ANKFN1","na","null","null",-0.14405149
"SKIDA1","na","null","null",-0.14401469
"DUSP26","na","null","null",-0.14400396
"CCNG1","na","null","null",-0.14392056
"GNRH2","na","null","null",-0.14384747
"MUC5AC","na","null","null",-0.14382736
"NANP","na","null","null",-0.14368299
"GAST","na","null","null",-0.1436513
"LINC01838","na","null","null",-0.1436043
"SNAPC1","na","null","null",-0.1434497
"EMX2","na","null","null",-0.1433748
"CCDC89","na","null","null",-0.14331043
"LIN7C","na","null","null",-0.14322709
"TRPM8","na","null","null",-0.1432113
"PCDHGB2","na","null","null",-0.1431849
"TRPC5","na","null","null",-0.14312594
"LOC100506474","na","null","null",-0.1430785
"CDR1","na","null","null",-0.14295186
"PCDHB12","na","null","null",-0.14292468
"OSTM1","na","null","null",-0.1429217
"B3GALT5","na","null","null",-0.14285332
"EIF4E3","na","null","null",-0.14282191
"PCDHB6","na","null","null",-0.14282118
"LINC02255","na","null","null",-0.14244819
"LOC100132062","na","null","null",-0.14236803
"PRAMEF20","na","null","null",-0.14225212
"PCDH18","na","null","null",-0.14209607
"IQCF3","na","null","null",-0.14207931
"MATN2","na","null","null",-0.14204606
"C8orf88","na","null","null",-0.14184964
"RHEB","na","null","null",-0.14163232
"SCARNA13","na","null","null",-0.14161313
"RB1","na","null","null",-0.14133057
"PROZ","na","null","null",-0.14124526
"DACH2","na","null","null",-0.14123808
"LINC02188","na","null","null",-0.14121869
"AVPR1B","na","null","null",-0.14119574
"RPGRIP1","na","null","null",-0.14101739
"SGCB","na","null","null",-0.14095333
"STXBP6","na","null","null",-0.14089462
"GRM4","na","null","null",-0.14082752
"LINC02222","na","null","null",-0.14068198
"INHBE","na","null","null",-0.14048262
"LRTM1","na","null","null",-0.14041582
"LOC100126784","na","null","null",-0.1403386
"BCAP29","na","null","null",-0.14025234
"PPP2CA","na","null","null",-0.14022905
"ACTG1P20","na","null","null",-0.14022174
"ZNF513","na","null","null",-0.1400854
"NGLY1","na","null","null",-0.139995
"EIF1AX","na","null","null",-0.13998267
"SERPINA5","na","null","null",-0.13995752
"HLA-DPA1","na","null","null",-0.13986723
"LINC01881","na","null","null",-0.1398147
"LOC100505716","na","null","null",-0.13979904
"MIR6753","na","null","null",-0.13965103
"HIST1H4B","na","null","null",-0.13965055
"PAGE2B","na","null","null",-0.13965018
"LINC01930","na","null","null",-0.13965018
"MYO16-AS1","na","null","null",-0.13965018
"REG4","na","null","null",-0.13946229
"C5orf22","na","null","null",-0.13943183
"SGK2","na","null","null",-0.13936801
"LOC414300","na","null","null",-0.13931574
"RIMS1","na","null","null",-0.13926741
"HNRNPC","na","null","null",-0.13924247
"PANX3","na","null","null",-0.1391116
"LINC00443","na","null","null",-0.13898134
"CATSPER4","na","null","null",-0.13887507
"CDH26","na","null","null",-0.13868254
"LOC101928231","na","null","null",-0.13865532
"POLN","na","null","null",-0.13862778
"CHM","na","null","null",-0.13857737
"ZC2HC1A","na","null","null",-0.13840804
"SCYL3","na","null","null",-0.13808867
"DAND5","na","null","null",-0.13807572
"LINC00624","na","null","null",-0.13781036
"KYAT3","na","null","null",-0.13777027
"ASTN1","na","null","null",-0.13776904
"SGPL1","na","null","null",-0.13759676
